               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 315,            0.017481,           0.0072051,             0.01121,             0.88956,             0.85312,             0.90891,              0.7241,            0.011773,           0.0025261,            0.011293,           0.0037828,           0.0037828,           0.0037828
                 316,             0.01718,           0.0071183,            0.010909,             0.85553,             0.87817,             0.90196,             0.72745,             0.01173,           0.0025951,            0.011607,            0.003763,            0.003763,            0.003763
                 317,            0.016966,           0.0075425,            0.011177,             0.90061,             0.82819,             0.90304,             0.73239,            0.011162,           0.0024336,            0.010152,           0.0037432,           0.0037432,           0.0037432
                 318,            0.017292,           0.0071987,            0.010416,             0.86122,             0.87995,             0.90453,             0.73241,            0.011206,           0.0023832,            0.010207,           0.0037234,           0.0037234,           0.0037234
                 319,            0.016839,           0.0071857,           0.0099968,             0.90538,             0.86551,             0.89913,             0.72778,            0.010909,           0.0024059,            0.011332,           0.0037036,           0.0037036,           0.0037036
                 320,            0.017247,           0.0072239,           0.0098583,             0.89773,             0.84418,             0.89465,             0.72426,            0.011227,            0.002383,            0.012449,           0.0036838,           0.0036838,           0.0036838
                 321,            0.017808,           0.0072073,            0.010283,             0.87867,             0.85048,             0.89491,             0.72044,            0.011262,           0.0024374,            0.011392,            0.003664,            0.003664,            0.003664
                 322,            0.015986,           0.0070369,            0.012072,             0.88249,             0.85754,             0.89702,             0.72798,            0.010914,           0.0025069,            0.010005,           0.0036442,           0.0036442,           0.0036442
                 323,            0.018432,           0.0071966,            0.010855,              0.8785,             0.87755,             0.91242,             0.74194,            0.011067,           0.0024958,           0.0086086,           0.0036244,           0.0036244,           0.0036244
                 324,             0.01753,           0.0066524,            0.011828,             0.91219,             0.86898,              0.9118,             0.74011,            0.011126,           0.0026461,           0.0087627,           0.0036046,           0.0036046,           0.0036046
                 325,            0.016241,           0.0070311,            0.011591,             0.89641,                0.86,             0.91136,             0.73773,            0.010967,            0.002808,           0.0095483,           0.0035848,           0.0035848,           0.0035848
                 326,            0.018404,           0.0076272,            0.012104,             0.89995,             0.85325,             0.91066,             0.73898,              0.0113,           0.0027233,             0.01073,            0.003565,            0.003565,            0.003565
                 327,            0.016147,           0.0072477,            0.011161,             0.90946,             0.85438,              0.9177,             0.73638,            0.011285,           0.0026637,            0.010577,           0.0035452,           0.0035452,           0.0035452
                 328,            0.017302,           0.0071829,            0.011349,              0.9219,             0.87406,             0.90493,              0.7345,            0.011461,           0.0026721,           0.0081304,           0.0035254,           0.0035254,           0.0035254
                 329,            0.015866,           0.0067264,            0.010584,             0.92023,             0.88493,             0.90595,              0.7318,            0.011481,           0.0025664,           0.0065663,           0.0035056,           0.0035056,           0.0035056
                 330,            0.016768,           0.0070653,           0.0098999,             0.92401,             0.88636,             0.92661,             0.74084,            0.011773,           0.0024967,           0.0064947,           0.0034858,           0.0034858,           0.0034858
                 331,            0.017371,           0.0070211,            0.010486,             0.90203,             0.88198,              0.9244,             0.74111,            0.011323,           0.0024767,           0.0076684,            0.003466,            0.003466,            0.003466
                 332,            0.016516,           0.0070303,            0.010876,             0.90382,             0.87491,             0.93076,             0.74448,            0.010997,           0.0024011,           0.0081364,           0.0034462,           0.0034462,           0.0034462
                 333,            0.016282,           0.0066401,            0.010173,             0.91612,             0.86942,             0.92789,             0.75008,            0.011054,           0.0024828,           0.0078341,           0.0034264,           0.0034264,           0.0034264
                 334,            0.015864,           0.0067695,            0.010362,             0.92355,             0.87115,             0.92396,             0.73892,            0.011491,           0.0026274,           0.0071596,           0.0034066,           0.0034066,           0.0034066
